BELNR,KUNNR,BLDAT,FAEDT,DMBTR,LOG_AMOUNT,PAYMENT_DAYS_NUM,INDUSTRY,INDUSTRY_CODE,REGION,REGION_CODE,ZTERM,CUST_AVG_DAYS_LATE,CUST_LATE_RATE,CUST_INVOICE_COUNT,CUST_AVG_AMOUNT,INVOICE_MONTH,INVOICE_QUARTER,INVOICE_DOW,IS_QUARTER_END,RISK_TIER,LATE_FLAG,DAYS_LATE
1800003011,C000002,2023-09-17,2023-10-17,92080.05,11.430424446458463,30,Logistics,3,International,0,NT30,1.75,0.6875,15,141122.881875,9,3,6,1,Low,1.0,6.0
1800003041,C000002,2023-10-20,2023-11-19,185988.8,12.133447112481964,30,Logistics,3,International,0,NT30,1.6470588235294117,0.6470588235294118,16,143762.0535294118,10,4,4,0,Low,0.0,0.0
1800001003,C000002,2023-12-03,2024-01-02,38155.18,10.549443015729597,30,Logistics,3,International,0,NT30,1.9444444444444444,0.6666666666666666,17,137895.005,12,4,6,1,Low,1.0,7.0
1800000842,C000002,2024-01-08,2024-02-07,124350.59,11.730868235639552,30,Logistics,3,International,0,NT30,2.263157894736842,0.6842105263157895,18,137182.14105263157,1,1,0,0,Low,1.0,8.0
1800001605,C000002,2024-01-27,2024-02-26,180351.69,12.102669601662647,30,Logistics,3,International,0,NT30,2.25,0.7,19,139340.6185,1,1,5,0,Low,1.0,2.0
1800002700,C000002,2024-02-22,2024-03-23,38240.74,10.5516828682222,30,Logistics,3,International,0,NT30,2.4285714285714284,0.7142857142857143,20,134526.33857142855,2,1,3,0,Low,1.0,6.0
1800004559,C000002,2024-03-23,2024-04-22,164978.52,12.013576623966921,30,Logistics,3,International,0,NT30,2.5454545454545454,0.7272727272727273,21,135910.52863636363,3,1,5,1,Low,1.0,5.0
1800001110,C000002,2024-03-27,2024-04-26,102100.83,11.533725927596441,30,Logistics,3,International,0,NT30,2.6956521739130435,0.7391304347826086,22,134440.54173913042,3,1,2,1,Low,1.0,6.0
1800002471,C000002,2024-05-06,2024-06-05,111943.67,11.625760010353064,30,Logistics,3,International,0,NT30,2.5833333333333335,0.7083333333333334,23,133503.17208333334,5,2,0,0,Low,0.0,0.0
1800002865,C000003,2021-01-22,2021-02-21,166192.6,12.020908652840138,30,Energy,1,Northeast,2,NT30,3.0,1.0,0,166192.6,1,1,4,0,Low,1.0,3.0
1800004140,C000003,2021-02-14,2021-03-16,169536.28,12.040828122622115,30,Energy,1,Northeast,2,NT30,4.0,1.0,1,167864.44,2,1,6,0,Low,1.0,5.0
1800000764,C000003,2021-04-23,2021-05-23,28363.98,10.252910564666113,30,Energy,1,Northeast,2,NT30,3.0,1.0,2,121364.28666666667,4,2,4,0,Low,1.0,1.0
1800003968,C000003,2021-09-10,2021-10-10,238945.82,12.38399629569427,30,Energy,1,Northeast,2,NT30,2.5,1.0,3,150759.67,9,3,4,1,Low,1.0,1.0
1800003481,C000003,2021-10-07,2021-11-06,226883.45,12.332196136026356,30,Energy,1,Northeast,2,NT30,3.2,1.0,4,165984.426,10,4,3,0,Low,1.0,6.0
1800003189,C000003,2022-01-06,2022-02-05,48175.64,10.782629535256325,30,Energy,1,Northeast,2,NT30,3.8333333333333335,1.0,5,146349.62833333333,1,1,3,0,Low,1.0,7.0
1800004935,C000003,2022-02-22,2022-03-24,232651.41,12.357300816127372,30,Energy,1,Northeast,2,NT30,3.2857142857142856,0.8571428571428571,6,158678.4542857143,2,1,1,0,Low,0.0,0.0
1800002893,C000003,2022-06-02,2022-07-02,82033.61,11.314896510369296,30,Energy,1,Northeast,2,NT30,3.75,0.875,7,149097.84875,6,2,3,1,Low,1.0,7.0
1800002949,C000003,2022-09-05,2022-10-05,95886.68,11.470932785465633,30,Energy,1,Northeast,2,NT30,3.888888888888889,0.8888888888888888,8,143185.49666666667,9,3,0,1,Low,1.0,5.0
1800004662,C000003,2022-09-19,2022-10-19,225451.05,12.32586277673315,30,Energy,1,Northeast,2,NT30,3.8,0.9,9,151412.052,9,3,0,1,Low,1.0,3.0
1800004134,C000003,2022-09-20,2022-10-20,29900.21,10.305654226787386,30,Energy,1,Northeast,2,NT30,3.4545454545454546,0.8181818181818182,10,140365.5209090909,9,3,1,1,Low,0.0,0.0
1800003511,C000003,2022-10-26,2022-11-25,136331.79,11.822854161018814,30,Energy,1,Northeast,2,NT30,3.0833333333333335,0.75,11,140029.37666666668,10,4,2,0,Low,0.0,-1.0
1800001480,C000003,2022-11-10,2022-12-10,193591.66,12.17351153988275,30,Energy,1,Northeast,2,NT30,3.1538461538461537,0.7692307692307693,12,144149.5523076923,11,4,3,0,Low,1.0,4.0
1800002371,C000003,2023-05-24,2023-06-23,143088.91,11.871228452925811,30,Energy,1,Northeast,2,NT30,2.857142857142857,0.7142857142857143,13,144073.79214285716,5,2,2,0,Low,0.0,-1.0
1800002126,C000003,2023-07-13,2023-08-12,169510.29,12.040674811254066,30,Energy,1,Northeast,2,NT30,2.6666666666666665,0.6666666666666666,14,145769.55866666665,7,3,3,0,Low,0.0,0.0
1800003024,C000003,2023-09-29,2023-10-29,73937.73,11.210992056254392,30,Energy,1,Northeast,2,NT30,2.6875,0.6875,15,141280.069375,9,3,4,1,Low,1.0,3.0
1800002707,C000003,2023-10-09,2023-11-08,30261.59,10.317667575219588,30,Energy,1,Northeast,2,NT30,2.764705882352941,0.7058823529411765,16,134749.5705882353,10,4,0,0,Low,1.0,4.0
1800001173,C000003,2023-11-07,2023-12-07,165507.3,12.016776623599133,30,Energy,1,Northeast,2,NT30,2.4444444444444446,0.6666666666666666,17,136458.33333333334,11,4,1,0,Low,0.0,-3.0
1800001175,C000003,2023-12-06,2024-01-05,155035.36,11.951414949036808,30,Energy,1,Northeast,2,NT30,2.1578947368421053,0.631578947368421,18,137436.07157894736,12,4,2,1,Low,0.0,-3.0
1800002000,C000003,2024-01-02,2024-02-01,97254.85,11.485100413913145,30,Energy,1,Northeast,2,NT30,2.05,0.6,19,135427.0105,1,1,1,0,Low,0.0,0.0
1800000420,C000003,2024-05-14,2024-06-13,71161.16,11.17271649545063,30,Energy,1,Northeast,2,NT30,2.0476190476190474,0.6190476190476191,20,132366.73190476192,5,2,1,0,Low,1.0,2.0
1800002210,C000003,2024-06-03,2024-07-03,78864.07,11.275493696513902,30,Energy,1,Northeast,2,NT30,1.9545454545454546,0.5909090909090909,21,129934.79272727272,6,2,0,1,Low,0.0,0.0
1800003847,C000004,2021-08-08,2021-08-22,86543.0,11.368408234111207,14,Manufacturing,4,International,0,NT14,7.0,1.0,0,86543.0,8,3,6,0,Medium,1.0,7.0
1800002306,C000004,2021-11-03,2021-11-17,207641.09,12.243571155388485,14,Manufacturing,4,International,0,NT14,9.5,1.0,1,147092.04499999998,11,4,2,0,Medium,1.0,12.0
1800002062,C000004,2021-12-19,2022-01-02,134124.14,11.806528523734878,14,Manufacturing,4,International,0,NT14,9.666666666666666,1.0,2,142769.41,12,4,6,1,Medium,1.0,10.0
1800002081,C000004,2021-12-26,2022-01-09,77464.23,11.257584469508796,14,Manufacturing,4,International,0,NT14,9.25,1.0,3,126443.115,12,4,6,1,Medium,1.0,8.0
1800001706,C000004,2022-01-01,2022-01-15,226364.41,12.329905830953189,14,Manufacturing,4,International,0,NT14,6.4,0.8,4,146427.374,1,1,5,0,Medium,0.0,-5.0
1800000695,C000004,2023-03-06,2023-03-20,13584.56,9.516762742946806,14,Manufacturing,4,International,0,NT14,8.0,0.8333333333333334,5,124286.90500000001,3,1,0,1,Medium,1.0,16.0
1800004032,C000004,2023-03-10,2023-03-24,180215.02,12.10191152142576,14,Manufacturing,4,International,0,NT14,7.285714285714286,0.8571428571428571,6,132276.63571428572,3,1,4,1,Medium,1.0,3.0
1800004969,C000004,2023-04-22,2023-05-06,216852.95,12.286979364453853,14,Manufacturing,4,International,0,NT14,10.5,0.875,7,142848.675,4,2,5,0,Medium,1.0,33.0
1800003314,C000004,2023-07-03,2023-07-17,173755.01,12.065407352756878,14,Manufacturing,4,International,0,NT14,10.88888888888889,0.8888888888888888,8,146282.7122222222,7,3,0,0,Medium,1.0,14.0
1800002236,C000004,2023-07-14,2023-07-28,169919.89,12.04308825478094,14,Manufacturing,4,International,0,NT14,11.6,0.9,9,148646.43,7,3,4,0,Medium,1.0,18.0
1800001391,C000004,2023-07-24,2023-08-07,52448.29,10.8676020770312,14,Manufacturing,4,International,0,NT14,10.727272727272727,0.9090909090909091,10,139901.14454545456,7,3,0,0,Medium,1.0,2.0
1800000836,C000004,2023-08-23,2023-09-06,234230.68,12.364065989998581,14,Manufacturing,4,International,0,NT14,9.916666666666666,0.9166666666666666,11,147761.93916666668,8,3,2,0,Medium,1.0,1.0
1800004673,C000004,2023-09-19,2023-10-03,191461.07,12.162445000099686,14,Manufacturing,4,International,0,NT14,9.153846153846153,0.8461538461538461,12,151123.41076923077,9,3,1,1,Medium,0.0,0.0
1800000559,C000004,2023-10-23,2023-11-06,17741.11,9.783696189038768,14,Manufacturing,4,International,0,NT14,8.714285714285714,0.8571428571428571,13,141596.10357142857,10,4,0,0,Medium,1.0,3.0
1800003502,C000004,2023-11-22,2023-12-06,112118.3,11.627318761948496,14,Manufacturing,4,International,0,NT14,8.533333333333333,0.8666666666666667,14,139630.91666666666,11,4,2,0,Medium,1.0,6.0
1800000639,C000004,2024-01-01,2024-01-15,42990.34,10.668753979044096,14,Manufacturing,4,International,0,NT14,8.75,0.875,15,133590.880625,1,1,0,0,Medium,1.0,12.0
1800003508,C000004,2024-01-21,2024-02-04,64024.63,11.067038750925601,14,Manufacturing,4,International,0,NT14,8.058823529411764,0.8235294117647058,16,129498.74823529413,1,1,6,0,Medium,0.0,-3.0
1800004742,C000005,2021-02-17,2021-04-18,10213.93,9.231605654560598,60,Energy,1,Northeast,2,NT60,4.0,1.0,0,10213.93,2,1,2,0,Low,1.0,4.0
1800001743,C000005,2021-03-04,2021-05-03,249901.83,12.428827441288734,60,Energy,1,Northeast,2,NT60,4.5,1.0,1,130057.87999999999,3,1,3,1,Low,1.0,5.0
1800003803,C000005,2021-05-12,2021-07-11,167846.45,12.030810810156943,60,Energy,1,Northeast,2,NT60,5.0,1.0,2,142654.06999999998,5,2,2,0,Low,1.0,6.0
1800000030,C000005,2021-06-05,2021-08-04,50605.03,10.831826018135855,60,Energy,1,Northeast,2,NT60,3.75,0.75,3,119641.81,6,2,5,1,Low,0.0,0.0
1800004020,C000005,2021-08-12,2021-10-11,44977.96,10.71395010385872,60,Energy,1,Northeast,2,NT60,2.8,0.6,4,104709.04000000001,8,3,3,0,Low,0.0,-1.0
1800000130,C000005,2021-10-06,2021-12-05,48262.33,10.784427338041812,60,Energy,1,Northeast,2,NT60,2.5,0.6666666666666666,5,95301.255,10,4,2,0,Low,1.0,1.0
1800004817,C000005,2021-12-12,2022-02-10,229056.81,12.341729696092242,60,Energy,1,Northeast,2,NT60,2.2857142857142856,0.7142857142857143,6,114409.19142857143,12,4,6,1,Low,1.0,1.0
1800000093,C000005,2022-03-11,2022-05-10,221174.48,12.306711692576428,60,Energy,1,Northeast,2,NT60,2.0,0.625,7,127754.85250000001,3,1,4,1,Low,0.0,0.0
1800004241,C000005,2022-04-13,2022-06-12,145449.73,11.887592682817594,60,Energy,1,Northeast,2,NT60,2.111111111111111,0.6666666666666666,8,129720.95000000001,4,2,2,0,Low,1.0,3.0
1800003963,C000005,2022-05-16,2022-07-15,41329.54,10.629356972990228,60,Energy,1,Northeast,2,NT60,1.8,0.6,9,120881.80900000001,5,2,0,0,Low,0.0,-1.0
1800001378,C000005,2022-08-11,2022-10-10,75129.52,11.226982146675605,60,Energy,1,Northeast,2,NT60,2.0,0.6363636363636364,10,116722.51000000001,8,3,3,0,Low,1.0,4.0
1800001322,C000005,2022-08-25,2022-10-24,149645.74,11.91603272888052,60,Energy,1,Northeast,2,NT60,1.6666666666666667,0.5833333333333334,11,119466.1125,8,3,3,0,Low,0.0,-2.0
1800000810,C000005,2022-10-18,2022-12-17,135105.9,11.813821595923148,60,Energy,1,Northeast,2,NT60,1.4615384615384615,0.5384615384615384,12,120669.17307692308,10,4,1,0,Low,0.0,-1.0
1800001129,C000005,2022-12-09,2023-02-07,11595.39,9.35844912176299,60,Energy,1,Northeast,2,NT60,1.5714285714285714,0.5714285714285714,13,112878.18857142856,12,4,4,1,Low,1.0,3.0
1800004614,C000005,2022-12-17,2023-02-15,94707.8,11.458562199883305,60,Energy,1,Northeast,2,NT60,1.4666666666666666,0.5333333333333333,14,111666.82933333333,12,4,5,1,Low,0.0,0.0
1800001623,C000005,2022-12-31,2023-03-01,76673.42,11.247323424558667,60,Energy,1,Northeast,2,NT60,1.375,0.5,15,109479.74125,12,4,5,1,Low,0.0,0.0
1800002685,C000005,2023-01-02,2023-03-03,43471.13,10.679875322092279,60,Energy,1,Northeast,2,NT60,1.5294117647058822,0.5294117647058824,16,105596.88176470587,1,1,0,0,Low,1.0,4.0
1800001846,C000005,2023-02-05,2023-04-06,94489.01,11.45624939360797,60,Energy,1,Northeast,2,NT60,1.8333333333333333,0.5555555555555556,17,104979.77777777778,2,1,6,0,Low,1.0,7.0
1800002191,C000005,2023-04-21,2023-06-20,52715.8,10.872689469306875,60,Energy,1,Northeast,2,NT60,2.0526315789473686,0.5789473684210527,18,102229.04210526316,4,2,4,0,Low,1.0,6.0
1800001351,C000005,2023-06-14,2023-08-13,124247.49,11.730038790967523,60,Energy,1,Northeast,2,NT60,1.75,0.55,19,103329.9645,6,2,2,1,Low,0.0,-4.0
1800000489,C000005,2023-07-09,2023-09-07,245278.82,12.410154960250185,60,Energy,1,Northeast,2,NT60,1.8095238095238095,0.5714285714285714,20,110089.4338095238,7,3,6,0,Low,1.0,3.0
1800004561,C000005,2023-08-03,2023-10-02,36698.52,10.510518954938057,60,Energy,1,Northeast,2,NT60,1.8636363636363635,0.5909090909090909,21,106753.48318181817,8,3,3,0,Low,1.0,3.0
1800004931,C000005,2023-11-04,2024-01-03,140330.54,11.851763044817368,60,Energy,1,Northeast,2,NT60,1.7826086956521738,0.5652173913043478,22,108213.3552173913,11,4,5,0,Low,0.0,0.0
1800000343,C000005,2023-12-03,2024-02-01,119431.63,11.690507725687697,60,Energy,1,Northeast,2,NT60,1.7083333333333333,0.5416666666666666,23,108680.78333333333,12,4,6,1,Low,0.0,0.0
1800003761,C000005,2023-12-30,2024-02-28,124079.49,11.728685746907741,60,Energy,1,Northeast,2,NT60,1.64,0.52,24,109296.7316,12,4,5,1,Low,0.0,0.0
1800003999,C000005,2024-02-10,2024-04-10,211168.24,12.260415176267742,60,Energy,1,Northeast,2,NT60,1.5769230769230769,0.5,25,113214.86653846155,2,1,5,0,Low,0.0,0.0
1800000886,C000005,2024-03-11,2024-05-10,78433.51,11.27001928805976,60,Energy,1,Northeast,2,NT60,1.5925925925925926,0.5185185185185185,26,111926.66814814815,3,1,0,1,Low,1.0,2.0
1800002808,C000005,2024-04-23,2024-06-22,240858.63,12.391969594651204,60,Energy,1,Northeast,2,NT60,1.6428571428571428,0.5357142857142857,27,116531.38107142856,4,2,1,0,Low,1.0,3.0
1800002161,C000005,2024-05-07,2024-07-06,165830.51,12.018727551877355,60,Energy,1,Northeast,2,NT60,1.6896551724137931,0.5517241379310345,28,118231.35103448277,5,2,1,0,Low,1.0,3.0
1800000980,C000005,2024-05-22,2024-07-21,73026.6,11.198592730867247,60,Energy,1,Northeast,2,NT60,1.7333333333333334,0.5666666666666667,29,116724.52600000001,5,2,2,0,Low,1.0,3.0
1800004769,C000005,2024-06-07,2024-08-06,63700.21,11.06195883667027,60,Energy,1,Northeast,2,NT60,1.6774193548387097,0.5483870967741935,30,115014.06419354839,6,2,4,1,Low,0.0,0.0
1800001750,C000005,2024-06-13,2024-08-12,249101.62,12.42562021905927,60,Energy,1,Northeast,2,NT60,1.625,0.53125,31,119204.3003125,6,2,3,1,Low,0.0,0.0
1800001364,C000006,2021-01-03,2021-02-17,137881.82,11.8341594729891,45,Manufacturing,4,Midwest,1,NT45,-1.0,0.0,0,137881.82,1,1,6,0,Low,0.0,-1.0
1800004630,C000006,2021-05-17,2021-07-01,119501.85,11.691095499441696,45,Manufacturing,4,Midwest,1,NT45,-1.5,0.0,1,128691.835,5,2,0,0,Low,0.0,-2.0
1800000142,C000006,2021-09-24,2021-11-08,52582.19,10.870151765899623,45,Manufacturing,4,Midwest,1,NT45,-0.6666666666666666,0.3333333333333333,2,103321.95333333332,9,3,4,1,Low,1.0,1.0
1800000035,C000006,2021-10-18,2021-12-02,144128.17,11.878465190370497,45,Manufacturing,4,Midwest,1,NT45,-0.5,0.25,3,113523.5075,10,4,0,0,Low,0.0,0.0
1800001939,C000006,2021-11-02,2021-12-17,72237.12,11.187723163388993,45,Manufacturing,4,Midwest,1,NT45,0.0,0.4,4,105266.23000000001,11,4,1,0,Low,1.0,2.0
1800002799,C000006,2021-11-18,2022-01-02,99390.64,11.506823284479907,45,Manufacturing,4,Midwest,1,NT45,0.0,0.3333333333333333,5,104286.96500000001,11,4,3,0,Low,0.0,0.0
1800004270,C000006,2021-11-24,2022-01-08,218873.29,12.29625282572224,45,Manufacturing,4,Midwest,1,NT45,0.42857142857142855,0.42857142857142855,6,120656.44000000002,11,4,2,0,Low,1.0,3.0
1800001893,C000006,2022-01-29,2022-03-15,86604.06,11.369113522404787,45,Manufacturing,4,Midwest,1,NT45,0.0,0.375,7,116399.8925,1,1,5,0,Low,0.0,-3.0
1800002761,C000006,2022-02-25,2022-04-11,54400.08,10.904139285588144,45,Manufacturing,4,Midwest,1,NT45,0.0,0.3333333333333333,8,109511.02444444444,2,1,4,0,Low,0.0,0.0
1800001689,C000006,2022-06-23,2022-08-07,113598.09,11.640430774673723,45,Manufacturing,4,Midwest,1,NT45,0.2,0.4,9,109919.731,6,2,3,1,Low,1.0,2.0
1800000523,C000006,2022-08-11,2022-09-25,92636.77,11.436452220841792,45,Manufacturing,4,Midwest,1,NT45,0.18181818181818182,0.36363636363636365,10,108348.55272727273,8,3,3,0,Low,0.0,0.0
1800001792,C000006,2022-09-01,2022-10-16,198168.79,12.196879467464477,45,Manufacturing,4,Midwest,1,NT45,0.3333333333333333,0.4166666666666667,11,115833.57250000001,9,3,3,1,Low,1.0,2.0
1800001419,C000006,2022-12-21,2023-02-04,220151.15,12.302074177204801,45,Manufacturing,4,Midwest,1,NT45,0.3076923076923077,0.38461538461538464,12,123858.00153846154,12,4,2,1,Low,0.0,0.0
1800002482,C000006,2023-01-14,2023-02-28,193621.98,12.17366814512763,45,Manufacturing,4,Midwest,1,NT45,0.42857142857142855,0.42857142857142855,13,128841.14285714286,1,1,5,0,Low,1.0,2.0
1800003660,C000006,2023-01-28,2023-03-14,12488.8,9.432667590181168,45,Manufacturing,4,Midwest,1,NT45,0.5333333333333333,0.4666666666666667,14,121084.32,1,1,5,0,Low,1.0,2.0
1800004943,C000006,2023-04-30,2023-06-14,218048.21,12.292476050242106,45,Manufacturing,4,Midwest,1,NT45,0.5,0.4375,15,127144.563125,4,2,6,0,Low,0.0,0.0
1800002283,C000006,2023-05-02,2023-06-16,163689.88,12.005735050139588,45,Manufacturing,4,Midwest,1,NT45,0.7647058823529411,0.47058823529411764,16,129294.28764705884,5,2,1,0,Low,1.0,5.0
1800003655,C000006,2023-06-12,2023-07-27,233152.0,12.359450169406527,45,Manufacturing,4,Midwest,1,NT45,0.7222222222222222,0.4444444444444444,17,135064.16055555557,6,2,0,1,Low,0.0,0.0
